"COD_MUN","MUNICIPIO","Ano","Populacao","Sexo","Faixa_Etaria","Macro","GRS","RS"
"251410","SAO JOAO DO TIGRE","2017","953","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2017","1006","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2017","1959","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2017","4437","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2018","959","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2018","1017","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2018","1976","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2018","4430","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2019","965","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2019","1032","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2019","1997","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2019","4422","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2020","969","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2020","1046","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2020","2015","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2020","4415","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2021","981","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2021","1055","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2021","2036","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2021","4408","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2022","","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2022","","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2022","","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2022","","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2023","","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2023","","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2023","","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251410","SAO JOAO DO TIGRE","2023","","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2014","1803","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2014","1678","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2014","3481","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2014","7653","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2015","1830","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2015","1705","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2015","3535","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2015","7649","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2016","1846","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2016","1729","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2016","3575","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2016","7644","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2017","1862","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2017","1754","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2017","3616","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2017","7640","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2018","1879","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2018","1776","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2018","3655","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2018","7635","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2019","1889","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2019","1798","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2019","3687","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2019","7630","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2020","1904","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2020","1819","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2020","3723","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2020","7626","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2021","1915","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2021","1838","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2021","3753","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2021","7622","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2022","","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2022","","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2022","","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2022","","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2023","","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2023","","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2023","","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251420","SAO JOSE DA LAGOA TAPADA","2023","","Total","População Total","3ª Macro","10ª GRS - Sousa","10ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2014","1169","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2014","1234","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2014","2403","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2014","6271","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2015","1189","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2015","1262","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2015","2451","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2015","6289","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2016","1217","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2016","1300","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2016","2517","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2016","6306","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2017","1244","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2017","1334","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2017","2578","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2017","6323","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2018","1270","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2018","1368","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2018","2638","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2018","6341","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2019","1297","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2019","1404","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2019","2701","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2019","6359","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2020","1323","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2020","1438","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2020","2761","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2020","6376","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2021","1346","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2021","1472","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2021","2818","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2021","6394","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2022","","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2022","","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2022","","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2022","","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2023","","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2023","","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2023","","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251430","SAO JOSE DE CAIANA","2023","","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2014","1023","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2014","1084","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2014","2107","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2014","4812","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2015","1033","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2015","1097","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2015","2130","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2015","4785","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2016","1037","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2016","1104","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2016","2141","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2016","4759","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2017","1041","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2017","1111","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2017","2152","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2017","4734","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2018","1044","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2018","1116","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2018","2160","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2018","4708","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2019","1048","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2019","1123","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2019","2171","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2019","4682","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2020","1050","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2020","1126","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2020","2176","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2020","4656","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2021","1057","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2021","1136","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2021","2193","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2021","4631","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2022","","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2022","","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2022","","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2022","","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2023","","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2023","","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2023","","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251440","SAO JOSE DE ESPINHARAS","2023","","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2014","1208","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2014","1157","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2014","2365","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2014","5750","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2015","1237","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2015","1190","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2015","2427","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2015","5793","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2016","1267","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2016","1220","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2016","2487","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2016","5833","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2017","1295","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2017","1248","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2017","2543","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2017","5873","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2018","1323","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2018","1280","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2018","2603","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2018","5915","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2019","1351","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2019","1308","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2019","2659","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2019","5957","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2020","1379","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2020","1335","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2020","2714","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2020","5998","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2021","1421","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2021","1360","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2021","2781","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2021","6037","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2022","1357","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2022","1374","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2022","2731","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2022","5891","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2023","1357","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2023","1374","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2023","2731","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251445","SAO JOSE DOS RAMOS","2023","5891","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2014","4245","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2014","4232","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2014","8477","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2014","19847","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2015","4320","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2015","4320","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2015","8640","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2015","19931","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2016","4414","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2016","4406","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"251450","SAO JOSE DE PIRANHAS","2016","8820","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
